
These predictions were generated by HydroDyn on 12-Aug-2019 at 11:27:38.




    Time            Wave1Elev              M1N1Vxi              M1N1Vzi              M1N1Axi              M1N1Azi             M1N1FDxi             M1N1FDzi             M1N1FIxi             M1N1FIzi             M1N1FAxi             M1N1FAzi
   (sec)                  (m)                (m/s)                (m/s)              (m/s^2)              (m/s^2)                (N/m)                (N/m)                (N/m)                (N/m)                (N/m)                (N/m)
   57.1000          -9.9194E-01           3.3535E-01           9.5189E-01           7.5850E-01          -1.6615E-01          -5.4001E+01           3.4075E+01           6.0900E+03          -3.8428E+03           0.0000E+00           0.0000E+00
   57.1250          -9.3090E-01           3.5427E-01           9.4750E-01           7.5499E-01          -1.7552E-01          -4.5532E+01           2.8731E+01           6.1070E+03          -3.8536E+03           0.0000E+00           0.0000E+00
   57.1500          -8.6987E-01           3.7318E-01           9.4310E-01           7.5149E-01          -1.8489E-01          -3.7785E+01           2.3843E+01           6.1240E+03          -3.8643E+03           0.0000E+00           0.0000E+00
   57.1750          -8.0884E-01           3.9210E-01           9.3870E-01           7.4799E-01          -1.9426E-01          -3.0761E+01           1.9411E+01           6.1410E+03          -3.8750E+03           0.0000E+00           0.0000E+00
   57.2000          -7.4780E-01           4.1101E-01           9.3430E-01           7.4448E-01          -2.0363E-01          -2.4458E+01           1.5433E+01           6.1580E+03          -3.8857E+03           0.0000E+00           0.0000E+00
   57.2250          -6.8677E-01           4.2992E-01           9.2991E-01           7.4098E-01          -2.1300E-01          -1.8877E+01           1.1912E+01           6.1749E+03          -3.8964E+03           0.0000E+00           0.0000E+00
   57.2500          -6.2574E-01           4.4884E-01           9.2551E-01           7.3748E-01          -2.2237E-01          -1.4018E+01           8.8453E+00           6.1919E+03          -3.9072E+03           0.0000E+00           0.0000E+00
   57.2750          -5.6316E-01           4.6665E-01           9.1883E-01           7.3216E-01          -2.3120E-01          -9.8221E+00           6.1978E+00           6.1937E+03          -3.9083E+03           0.0000E+00           0.0000E+00
   57.3000          -5.0059E-01           4.8445E-01           9.1216E-01           7.2684E-01          -2.4002E-01          -6.3711E+00           4.0202E+00           6.1954E+03          -3.9094E+03           0.0000E+00           0.0000E+00
   57.3250          -4.3801E-01           5.0226E-01           9.0548E-01           7.2152E-01          -2.4884E-01          -3.6638E+00           2.3119E+00           6.1972E+03          -3.9105E+03           0.0000E+00           0.0000E+00
   57.3500          -3.7545E-01           5.2007E-01           8.9881E-01           7.1620E-01          -2.5766E-01          -1.7009E+00           1.0733E+00           6.1989E+03          -3.9116E+03           0.0000E+00           0.0000E+00
   57.3750          -3.1287E-01           5.3788E-01           8.9213E-01           7.1088E-01          -2.6649E-01          -4.8191E-01           3.0409E-01           6.2007E+03          -3.9127E+03           0.0000E+00           0.0000E+00
   57.4000          -2.5029E-01           5.5569E-01           8.8545E-01           7.0556E-01          -2.7531E-01          -7.0895E-03           4.4735E-03           6.2024E+03          -3.9138E+03           0.0000E+00           0.0000E+00
   57.4250          -1.8772E-01           5.7350E-01           8.7878E-01           7.0024E-01          -2.8413E-01           2.7637E-01          -1.7439E-01           6.2042E+03          -3.9149E+03           0.0000E+00           0.0000E+00
   57.4500          -1.2515E-01           5.9131E-01           8.7210E-01           6.9492E-01          -2.9296E-01           1.2898E+00          -8.1390E-01           6.2059E+03          -3.9160E+03           0.0000E+00           0.0000E+00
   57.4750          -6.2577E-02           6.0911E-01           8.6543E-01           6.8960E-01          -3.0178E-01           3.0472E+00          -1.9228E+00           6.2077E+03          -3.9171E+03           0.0000E+00           0.0000E+00
   57.5000           4.0354E-07           6.2692E-01           8.5875E-01           6.8428E-01          -3.1060E-01           5.5490E+00          -3.5014E+00           6.2094E+03          -3.9182E+03           0.0000E+00           0.0000E+00
   57.5250           6.2578E-02           6.4319E-01           8.4996E-01           6.7728E-01          -3.1866E-01           8.7605E+00          -5.5280E+00           6.1959E+03          -3.9097E+03           0.0000E+00           0.0000E+00
   57.5500           1.2515E-01           6.5945E-01           8.4117E-01           6.7027E-01          -3.2672E-01           1.2702E+01          -8.0148E+00           6.1823E+03          -3.9011E+03           0.0000E+00           0.0000E+00
   57.5750           1.8772E-01           6.7572E-01           8.3238E-01           6.6327E-01          -3.3478E-01           1.7373E+01          -1.0963E+01           6.1688E+03          -3.8926E+03           0.0000E+00           0.0000E+00
   57.6000           2.5029E-01           6.9198E-01           8.2359E-01           6.5626E-01          -3.4284E-01           2.2774E+01          -1.4371E+01           6.1553E+03          -3.8840E+03           0.0000E+00           0.0000E+00
   57.6250           3.1287E-01           7.0825E-01           8.1480E-01           6.4926E-01          -3.5090E-01           2.8906E+01          -1.8240E+01           6.1417E+03          -3.8755E+03           0.0000E+00           0.0000E+00
   57.6500           3.7545E-01           7.2451E-01           8.0601E-01           6.4225E-01          -3.5895E-01           3.5768E+01          -2.2570E+01           6.1282E+03          -3.8669E+03           0.0000E+00           0.0000E+00
   57.6750           4.3801E-01           7.4078E-01           7.9722E-01           6.3525E-01          -3.6701E-01           4.3359E+01          -2.7360E+01           6.1146E+03          -3.8584E+03           0.0000E+00           0.0000E+00
   57.7000           5.0059E-01           7.5704E-01           7.8843E-01           6.2824E-01          -3.7507E-01           5.1681E+01          -3.2611E+01           6.1011E+03          -3.8498E+03           0.0000E+00           0.0000E+00
   57.7250           5.6316E-01           7.7331E-01           7.7964E-01           6.2124E-01          -3.8313E-01           6.0732E+01          -3.8322E+01           6.0876E+03          -3.8413E+03           0.0000E+00           0.0000E+00
   57.7500           6.2574E-01           7.8957E-01           7.7085E-01           6.1424E-01          -3.9119E-01           7.0514E+01          -4.4495E+01           6.0740E+03          -3.8328E+03           0.0000E+00           0.0000E+00
   57.7750           6.8677E-01           8.0389E-01           7.6016E-01           6.0572E-01          -3.9828E-01           8.0655E+01          -5.0894E+01           6.0455E+03          -3.8148E+03           0.0000E+00           0.0000E+00
   57.8000           7.4780E-01           8.1821E-01           7.4947E-01           5.9720E-01          -4.0538E-01           9.1474E+01          -5.7721E+01           6.0170E+03          -3.7968E+03           0.0000E+00           0.0000E+00
   57.8250           8.0884E-01           8.3253E-01           7.3878E-01           5.8868E-01          -4.1247E-01           1.0298E+02          -6.4979E+01           5.9885E+03          -3.7788E+03           0.0000E+00           0.0000E+00
   57.8500           8.6987E-01           8.4685E-01           7.2809E-01           5.8017E-01          -4.1957E-01           1.1516E+02          -7.2666E+01           5.9600E+03          -3.7608E+03           0.0000E+00           0.0000E+00
   57.8750           9.3090E-01           8.6118E-01           7.1740E-01           5.7165E-01          -4.2666E-01           1.2802E+02          -8.0783E+01           5.9315E+03          -3.7428E+03           0.0000E+00           0.0000E+00
   57.9000           9.9194E-01           8.7550E-01           7.0671E-01           5.6313E-01          -4.3376E-01           1.4157E+02          -8.9330E+01           5.9030E+03          -3.7249E+03           0.0000E+00           0.0000E+00
   57.9250           1.0530E+00           8.8982E-01           6.9603E-01           5.5462E-01          -4.4085E-01           1.5579E+02          -9.8306E+01           5.8745E+03          -3.7069E+03           0.0000E+00           0.0000E+00
   57.9500           1.1140E+00           9.0414E-01           6.8534E-01           5.4610E-01          -4.4795E-01           1.7070E+02          -1.0771E+02           5.8460E+03          -3.6889E+03           0.0000E+00           0.0000E+00
   57.9750           1.1750E+00           9.1846E-01           6.7465E-01           5.3758E-01          -4.5504E-01           1.8628E+02          -1.1755E+02           5.8175E+03          -3.6709E+03           0.0000E+00           0.0000E+00
   58.0000           1.2361E+00           9.3278E-01           6.6396E-01           5.2907E-01          -4.6214E-01           2.0255E+02          -1.2781E+02           5.7890E+03          -3.6529E+03           0.0000E+00           0.0000E+00
   58.0250           1.2941E+00           9.4480E-01           6.5164E-01           5.1924E-01          -4.6810E-01           2.1847E+02          -1.3785E+02           5.7463E+03          -3.6260E+03           0.0000E+00           0.0000E+00
   58.0500           1.3520E+00           9.5683E-01           6.3931E-01           5.0943E-01          -4.7405E-01           2.3498E+02          -1.4827E+02           5.7035E+03          -3.5990E+03           0.0000E+00           0.0000E+00
   58.0750           1.4100E+00           9.6885E-01           6.2699E-01           4.9961E-01          -4.8001E-01           2.5209E+02          -1.5907E+02           5.6608E+03          -3.5720E+03           0.0000E+00           0.0000E+00
   58.1000           1.4680E+00           9.8087E-01           6.1467E-01           4.8979E-01          -4.8597E-01           2.6981E+02          -1.7025E+02           5.6180E+03          -3.5450E+03           0.0000E+00           0.0000E+00
   58.1250           1.5260E+00           9.9290E-01           6.0234E-01           4.7997E-01          -4.9192E-01           2.8813E+02          -1.8181E+02           5.5753E+03          -3.5181E+03           0.0000E+00           0.0000E+00
   58.1500           1.5840E+00           1.0049E+00           5.9002E-01           4.7015E-01          -4.9788E-01           3.0705E+02          -1.9375E+02           5.5325E+03          -3.4911E+03           0.0000E+00           0.0000E+00
   58.1750           1.6420E+00           1.0169E+00           5.7770E-01           4.6033E-01          -5.0384E-01           3.2657E+02          -2.0607E+02           5.4898E+03          -3.4641E+03           0.0000E+00           0.0000E+00
   58.2000           1.7000E+00           1.0290E+00           5.6537E-01           4.5051E-01          -5.0980E-01           3.4669E+02          -2.1877E+02           5.4470E+03          -3.4371E+03           0.0000E+00           0.0000E+00
   58.2250           1.7580E+00           1.0410E+00           5.5305E-01           4.4069E-01          -5.1575E-01           3.6742E+02          -2.3184E+02           5.4043E+03          -3.4101E+03           0.0000E+00           0.0000E+00
   58.2500           1.8160E+00           1.0530E+00           5.4073E-01           4.3087E-01          -5.2171E-01           3.8874E+02          -2.4530E+02           5.3615E+03          -3.3832E+03           0.0000E+00           0.0000E+00
   58.2750           1.8695E+00           1.0624E+00           5.2707E-01           4.1999E-01          -5.2638E-01           4.0871E+02          -2.5790E+02           5.3056E+03          -3.3479E+03           0.0000E+00           0.0000E+00
   58.3000           1.9230E+00           1.0719E+00           5.1342E-01           4.0911E-01          -5.3105E-01           4.2917E+02          -2.7081E+02           5.2496E+03          -3.3126E+03           0.0000E+00           0.0000E+00
   58.3250           1.9765E+00           1.0813E+00           4.9976E-01           3.9823E-01          -5.3573E-01           4.5013E+02          -2.8404E+02           5.1937E+03          -3.2772E+03           0.0000E+00           0.0000E+00
   58.3500           2.0300E+00           1.0907E+00           4.8611E-01           3.8735E-01          -5.4040E-01           4.7159E+02          -2.9758E+02           5.1377E+03          -3.2419E+03           0.0000E+00           0.0000E+00
   58.3750           2.0836E+00           1.1002E+00           4.7245E-01           3.7646E-01          -5.4507E-01           4.9355E+02          -3.1144E+02           5.0817E+03          -3.2066E+03           0.0000E+00           0.0000E+00
   58.4000           2.1371E+00           1.1096E+00           4.5880E-01           3.6558E-01          -5.4974E-01           5.1601E+02          -3.2561E+02           5.0258E+03          -3.1713E+03           0.0000E+00           0.0000E+00
   58.4250           2.1906E+00           1.1190E+00           4.4514E-01           3.5470E-01          -5.5442E-01           5.3897E+02          -3.4010E+02           4.9698E+03          -3.1360E+03           0.0000E+00           0.0000E+00
   58.4500           2.2441E+00           1.1285E+00           4.3149E-01           3.4382E-01          -5.5909E-01           5.6244E+02          -3.5490E+02           4.9139E+03          -3.1007E+03           0.0000E+00           0.0000E+00
   58.4750           2.2976E+00           1.1379E+00           4.1783E-01           3.3294E-01          -5.6376E-01           5.8639E+02          -3.7002E+02           4.8579E+03          -3.0654E+03           0.0000E+00           0.0000E+00
   58.5000           2.3511E+00           1.1473E+00           4.0418E-01           3.2206E-01          -5.6843E-01           6.1086E+02          -3.8546E+02           4.8020E+03          -3.0301E+03           0.0000E+00           0.0000E+00
   58.5250           2.3989E+00           1.1539E+00           3.8953E-01           3.1039E-01          -5.7171E-01           6.3275E+02          -3.9927E+02           4.7342E+03          -2.9873E+03           0.0000E+00           0.0000E+00
   58.5500           2.4466E+00           1.1605E+00           3.7488E-01           2.9871E-01          -5.7498E-01           6.5503E+02          -4.1333E+02           4.6664E+03          -2.9446E+03           0.0000E+00           0.0000E+00
   58.5750           2.4943E+00           1.1671E+00           3.6023E-01           2.8704E-01          -5.7825E-01           6.7770E+02          -4.2763E+02           4.5986E+03          -2.9018E+03           0.0000E+00           0.0000E+00
   58.6000           2.5421E+00           1.1738E+00           3.4558E-01           2.7537E-01          -5.8153E-01           7.0075E+02          -4.4218E+02           4.5309E+03          -2.8590E+03           0.0000E+00           0.0000E+00
   58.6250           2.5898E+00           1.1804E+00           3.3093E-01           2.6369E-01          -5.8480E-01           7.2419E+02          -4.5697E+02           4.4631E+03          -2.8163E+03           0.0000E+00           0.0000E+00
   58.6500           2.6375E+00           1.1870E+00           3.1628E-01           2.5202E-01          -5.8807E-01           7.4801E+02          -4.7200E+02           4.3953E+03          -2.7735E+03           0.0000E+00           0.0000E+00
   58.6750           2.6852E+00           1.1936E+00           3.0163E-01           2.4035E-01          -5.9134E-01           7.7221E+02          -4.8727E+02           4.3275E+03          -2.7307E+03           0.0000E+00           0.0000E+00
   58.7000           2.7330E+00           1.2002E+00           2.8698E-01           2.2867E-01          -5.9462E-01           7.9681E+02          -5.0279E+02           4.2598E+03          -2.6879E+03           0.0000E+00           0.0000E+00
   58.7250           2.7807E+00           1.2068E+00           2.7233E-01           2.1700E-01          -5.9789E-01           8.2179E+02          -5.1855E+02           4.1920E+03          -2.6452E+03           0.0000E+00           0.0000E+00
   58.7500           2.8284E+00           1.2134E+00           2.5768E-01           2.0532E-01          -6.0116E-01           8.4715E+02          -5.3456E+02           4.1242E+03          -2.6024E+03           0.0000E+00           0.0000E+00
   58.7750           2.8692E+00           1.2170E+00           2.4239E-01           1.9314E-01          -6.0296E-01           8.6867E+02          -5.4814E+02           4.0463E+03          -2.5532E+03           0.0000E+00           0.0000E+00
   58.8000           2.9100E+00           1.2206E+00           2.2711E-01           1.8097E-01          -6.0475E-01           8.9046E+02          -5.6189E+02           3.9683E+03          -2.5041E+03           0.0000E+00           0.0000E+00
   58.8250           2.9507E+00           1.2242E+00           2.1182E-01           1.6879E-01          -6.0654E-01           9.1252E+02          -5.7581E+02           3.8904E+03          -2.4549E+03           0.0000E+00           0.0000E+00
   58.8500           2.9915E+00           1.2279E+00           1.9654E-01           1.5661E-01          -6.0833E-01           9.3485E+02          -5.8990E+02           3.8125E+03          -2.4057E+03           0.0000E+00           0.0000E+00
   58.8750           3.0322E+00           1.2315E+00           1.8125E-01           1.4443E-01          -6.1013E-01           9.5745E+02          -6.0416E+02           3.7345E+03          -2.3565E+03           0.0000E+00           0.0000E+00
   58.9000           3.0730E+00           1.2351E+00           1.6597E-01           1.3225E-01          -6.1192E-01           9.8032E+02          -6.1859E+02           3.6566E+03          -2.3073E+03           0.0000E+00           0.0000E+00
   58.9250           3.1138E+00           1.2387E+00           1.5068E-01           1.2007E-01          -6.1371E-01           1.0035E+03          -6.3319E+02           3.5787E+03          -2.2582E+03           0.0000E+00           0.0000E+00
   58.9500           3.1545E+00           1.2423E+00           1.3540E-01           1.0789E-01          -6.1550E-01           1.0269E+03          -6.4796E+02           3.5007E+03          -2.2090E+03           0.0000E+00           0.0000E+00
   58.9750           3.1953E+00           1.2460E+00           1.2012E-01           9.5712E-02          -6.1730E-01           1.0505E+03          -6.6291E+02           3.4228E+03          -2.1598E+03           0.0000E+00           0.0000E+00
   59.0000           3.2361E+00           1.2496E+00           1.0483E-01           8.3532E-02          -6.1909E-01           1.0745E+03          -6.7802E+02           3.3449E+03          -2.1106E+03           0.0000E+00           0.0000E+00
   59.0250           3.2689E+00           1.2501E+00           8.9287E-02           7.1146E-02          -6.1936E-01           1.0934E+03          -6.8993E+02           3.2587E+03          -2.0563E+03           0.0000E+00           0.0000E+00
   59.0500           3.3017E+00           1.2507E+00           7.3745E-02           5.8763E-02          -6.1963E-01           1.1124E+03          -7.0194E+02           3.1725E+03          -2.0019E+03           0.0000E+00           0.0000E+00
   59.0750           3.3345E+00           1.2512E+00           5.8202E-02           4.6377E-02          -6.1989E-01           1.1316E+03          -7.1406E+02           3.0864E+03          -1.9475E+03           0.0000E+00           0.0000E+00
   59.1000           3.3672E+00           1.2517E+00           4.2660E-02           3.3993E-02          -6.2016E-01           1.1510E+03          -7.2628E+02           3.0002E+03          -1.8932E+03           0.0000E+00           0.0000E+00
   59.1250           3.4000E+00           1.2523E+00           2.7117E-02           2.1607E-02          -6.2043E-01           1.1705E+03          -7.3861E+02           2.9140E+03          -1.8388E+03           0.0000E+00           0.0000E+00
   59.1500           3.4328E+00           1.2528E+00           1.1573E-02           9.2218E-03          -6.2070E-01           1.1902E+03          -7.5104E+02           2.8279E+03          -1.7844E+03           0.0000E+00           0.0000E+00
   59.1750           3.4656E+00           1.2534E+00          -3.9683E-03          -3.1620E-03          -6.2097E-01           1.2101E+03          -7.6357E+02           2.7417E+03          -1.7300E+03           0.0000E+00           0.0000E+00
   59.2000           3.4984E+00           1.2539E+00          -1.9512E-02          -1.5548E-02          -6.2123E-01           1.2301E+03          -7.7620E+02           2.6555E+03          -1.6757E+03           0.0000E+00           0.0000E+00
   59.2250           3.5312E+00           1.2544E+00          -3.5053E-02          -2.7932E-02          -6.2150E-01           1.2503E+03          -7.8894E+02           2.5694E+03          -1.6213E+03           0.0000E+00           0.0000E+00
   59.2500           3.5640E+00           1.2550E+00          -5.0597E-02          -4.0317E-02          -6.2177E-01           1.2706E+03          -8.0179E+02           2.4832E+03          -1.5669E+03           0.0000E+00           0.0000E+00
   59.2750           3.5880E+00           1.2524E+00          -6.6016E-02          -5.2604E-02          -6.2051E-01           1.2849E+03          -8.1076E+02           2.3909E+03          -1.5087E+03           0.0000E+00           0.0000E+00
   59.3000           3.6121E+00           1.2499E+00          -8.1433E-02          -6.4888E-02          -6.1925E-01           1.2992E+03          -8.1978E+02           2.2986E+03          -1.4504E+03           0.0000E+00           0.0000E+00
   59.3250           3.6361E+00           1.2473E+00          -9.6852E-02          -7.7175E-02          -6.1798E-01           1.3135E+03          -8.2885E+02           2.2063E+03          -1.3922E+03           0.0000E+00           0.0000E+00
   59.3500           3.6601E+00           1.2448E+00          -1.1227E-01          -8.9459E-02          -6.1672E-01           1.3280E+03          -8.3797E+02           2.1140E+03          -1.3340E+03           0.0000E+00           0.0000E+00
   59.3750           3.6841E+00           1.2422E+00          -1.2769E-01          -1.0175E-01          -6.1546E-01           1.3425E+03          -8.4715E+02           2.0218E+03          -1.2757E+03           0.0000E+00           0.0000E+00
   59.4000           3.7081E+00           1.2397E+00          -1.4311E-01          -1.1403E-01          -6.1419E-01           1.3571E+03          -8.5637E+02           1.9295E+03          -1.2175E+03           0.0000E+00           0.0000E+00
   59.4250           3.7322E+00           1.2371E+00          -1.5852E-01          -1.2632E-01          -6.1293E-01           1.3718E+03          -8.6564E+02           1.8372E+03          -1.1593E+03           0.0000E+00           0.0000E+00
   59.4500           3.7562E+00           1.2346E+00          -1.7394E-01          -1.3860E-01          -6.1167E-01           1.3866E+03          -8.7496E+02           1.7449E+03          -1.1011E+03           0.0000E+00           0.0000E+00
   59.4750           3.7802E+00           1.2320E+00          -1.8936E-01          -1.5089E-01          -6.1041E-01           1.4015E+03          -8.8433E+02           1.6526E+03          -1.0428E+03           0.0000E+00           0.0000E+00
   59.5000           3.8042E+00           1.2295E+00          -2.0478E-01          -1.6317E-01          -6.0914E-01           1.4164E+03          -8.9375E+02           1.5603E+03          -9.8459E+02           0.0000E+00           0.0000E+00
   59.5250           3.8189E+00           1.2239E+00          -2.1969E-01          -1.7506E-01          -6.0638E-01           1.4244E+03          -8.9880E+02           1.4642E+03          -9.2393E+02           0.0000E+00           0.0000E+00
   59.5500           3.8335E+00           1.2183E+00          -2.3461E-01          -1.8694E-01          -6.0362E-01           1.4324E+03          -9.0387E+02           1.3681E+03          -8.6328E+02           0.0000E+00           0.0000E+00
   59.5750           3.8482E+00           1.2128E+00          -2.4952E-01          -1.9883E-01          -6.0085E-01           1.4405E+03          -9.0895E+02           1.2720E+03          -8.0262E+02           0.0000E+00           0.0000E+00
   59.6000           3.8628E+00           1.2072E+00          -2.6443E-01          -2.1071E-01          -5.9809E-01           1.4485E+03          -9.1404E+02           1.1758E+03          -7.4197E+02           0.0000E+00           0.0000E+00
   59.6250           3.8775E+00           1.2016E+00          -2.7935E-01          -2.2259E-01          -5.9533E-01           1.4566E+03          -9.1915E+02           1.0797E+03          -6.8131E+02           0.0000E+00           0.0000E+00
   59.6500           3.8921E+00           1.1960E+00          -2.9426E-01          -2.3448E-01          -5.9257E-01           1.4648E+03          -9.2428E+02           9.8358E+02          -6.2065E+02           0.0000E+00           0.0000E+00
   59.6750           3.9068E+00           1.1905E+00          -3.0918E-01          -2.4636E-01          -5.8980E-01           1.4729E+03          -9.2941E+02           8.8746E+02          -5.6000E+02           0.0000E+00           0.0000E+00
   59.7000           3.9214E+00           1.1849E+00          -3.2409E-01          -2.5825E-01          -5.8704E-01           1.4811E+03          -9.3457E+02           7.9133E+02          -4.9934E+02           0.0000E+00           0.0000E+00
   59.7250           3.9361E+00           1.1793E+00          -3.3900E-01          -2.7013E-01          -5.8428E-01           1.4893E+03          -9.3973E+02           6.9522E+02          -4.3869E+02           0.0000E+00           0.0000E+00
   59.7500           3.9508E+00           1.1737E+00          -3.5392E-01          -2.8201E-01          -5.8152E-01           1.4975E+03          -9.4491E+02           5.9908E+02          -3.7803E+02           0.0000E+00           0.0000E+00
   59.7750           3.9557E+00           1.1653E+00          -3.6796E-01          -2.9320E-01          -5.7732E-01           1.4983E+03          -9.4544E+02           5.0148E+02          -3.1644E+02           0.0000E+00           0.0000E+00
   59.8000           3.9606E+00           1.1568E+00          -3.8200E-01          -3.0439E-01          -5.7313E-01           1.4992E+03          -9.4598E+02           4.0389E+02          -2.5486E+02           0.0000E+00           0.0000E+00
   59.8250           3.9655E+00           1.1483E+00          -3.9605E-01          -3.1558E-01          -5.6893E-01           1.5000E+03          -9.4651E+02           3.0628E+02          -1.9326E+02           0.0000E+00           0.0000E+00
   59.8500           3.9705E+00           1.1399E+00          -4.1009E-01          -3.2677E-01          -5.6474E-01           1.5008E+03          -9.4705E+02           2.0869E+02          -1.3168E+02           0.0000E+00           0.0000E+00
   59.8750           3.9754E+00           1.1314E+00          -4.2413E-01          -3.3796E-01          -5.6054E-01           1.5017E+03          -9.4758E+02           1.1108E+02          -7.0092E+01           0.0000E+00           0.0000E+00
   59.9000           3.9803E+00           1.1229E+00          -4.3817E-01          -3.4915E-01          -5.5635E-01           1.5025E+03          -9.4812E+02           1.3473E+01          -8.5015E+00           0.0000E+00           0.0000E+00
   59.9250           3.9852E+00           1.1145E+00          -4.5221E-01          -3.6034E-01          -5.5215E-01           1.5034E+03          -9.4865E+02          -8.4119E+01           5.3080E+01           0.0000E+00           0.0000E+00
   59.9500           3.9902E+00           1.1060E+00          -4.6626E-01          -3.7153E-01          -5.4796E-01           1.5042E+03          -9.4918E+02          -1.8173E+02           1.1467E+02           0.0000E+00           0.0000E+00
   59.9750           3.9951E+00           1.0975E+00          -4.8030E-01          -3.8272E-01          -5.4376E-01           1.5051E+03          -9.4972E+02          -2.7932E+02           1.7625E+02           0.0000E+00           0.0000E+00
   60.0000           4.0000E+00           1.0891E+00          -4.9434E-01          -3.9391E-01          -5.3957E-01           1.5059E+03          -9.5025E+02          -3.7692E+02           2.3784E+02           0.0000E+00           0.0000E+00
   60.0250           3.9951E+00           1.0779E+00          -5.0717E-01          -4.0413E-01          -5.3405E-01           1.4994E+03          -9.4611E+02          -4.7360E+02           2.9885E+02           0.0000E+00           0.0000E+00
   60.0500           3.9902E+00           1.0668E+00          -5.1999E-01          -4.1435E-01          -5.2852E-01           1.4928E+03          -9.4198E+02          -5.7027E+02           3.5984E+02           0.0000E+00           0.0000E+00
   60.0750           3.9852E+00           1.0556E+00          -5.3282E-01          -4.2457E-01          -5.2300E-01           1.4863E+03          -9.3786E+02          -6.6695E+02           4.2085E+02           0.0000E+00           0.0000E+00
   60.1000           3.9803E+00           1.0445E+00          -5.4564E-01          -4.3478E-01          -5.1748E-01           1.4798E+03          -9.3375E+02          -7.6361E+02           4.8184E+02           0.0000E+00           0.0000E+00
   60.1250           3.9754E+00           1.0333E+00          -5.5847E-01          -4.4501E-01          -5.1195E-01           1.4733E+03          -9.2964E+02          -8.6029E+02           5.4285E+02           0.0000E+00           0.0000E+00
   60.1500           3.9705E+00           1.0222E+00          -5.7129E-01          -4.5523E-01          -5.0643E-01           1.4668E+03          -9.2555E+02          -9.5697E+02           6.0385E+02           0.0000E+00           0.0000E+00
   60.1750           3.9655E+00           1.0110E+00          -5.8412E-01          -4.6544E-01          -5.0091E-01           1.4603E+03          -9.2146E+02          -1.0536E+03           6.6485E+02           0.0000E+00           0.0000E+00
   60.2000           3.9606E+00           9.9988E-01          -5.9694E-01          -4.7566E-01          -4.9538E-01           1.4538E+03          -9.1739E+02          -1.1503E+03           7.2586E+02           0.0000E+00           0.0000E+00
   60.2250           3.9557E+00           9.8873E-01          -6.0977E-01          -4.8588E-01          -4.8986E-01           1.4474E+03          -9.1332E+02          -1.2470E+03           7.8685E+02           0.0000E+00           0.0000E+00
   60.2500           3.9508E+00           9.7759E-01          -6.2259E-01          -4.9610E-01          -4.8434E-01           1.4410E+03          -9.0926E+02          -1.3437E+03           8.4786E+02           0.0000E+00           0.0000E+00
   60.2750           3.9361E+00           9.6403E-01          -6.3389E-01          -5.0510E-01          -4.7762E-01           1.4275E+03          -9.0075E+02          -1.4370E+03           9.0677E+02           0.0000E+00           0.0000E+00
   60.3000           3.9214E+00           9.5048E-01          -6.4518E-01          -5.1410E-01          -4.7091E-01           1.4140E+03          -8.9228E+02          -1.5304E+03           9.6568E+02           0.0000E+00           0.0000E+00
   60.3250           3.9068E+00           9.3692E-01          -6.5647E-01          -5.2310E-01          -4.6419E-01           1.4007E+03          -8.8385E+02          -1.6237E+03           1.0246E+03           0.0000E+00           0.0000E+00
   60.3500           3.8921E+00           9.2337E-01          -6.6776E-01          -5.3209E-01          -4.5747E-01           1.3874E+03          -8.7545E+02          -1.7171E+03           1.0835E+03           0.0000E+00           0.0000E+00
   60.3750           3.8775E+00           9.0981E-01          -6.7905E-01          -5.4109E-01          -4.5076E-01           1.3742E+03          -8.6710E+02          -1.8105E+03           1.1424E+03           0.0000E+00           0.0000E+00
   60.4000           3.8628E+00           8.9625E-01          -6.9035E-01          -5.5009E-01          -4.4404E-01           1.3610E+03          -8.5879E+02          -1.9038E+03           1.2013E+03           0.0000E+00           0.0000E+00
   60.4250           3.8482E+00           8.8270E-01          -7.0164E-01          -5.5909E-01          -4.3733E-01           1.3479E+03          -8.5052E+02          -1.9972E+03           1.2603E+03           0.0000E+00           0.0000E+00
   60.4500           3.8335E+00           8.6914E-01          -7.1293E-01          -5.6809E-01          -4.3061E-01           1.3348E+03          -8.4229E+02          -2.0906E+03           1.3192E+03           0.0000E+00           0.0000E+00
   60.4750           3.8189E+00           8.5559E-01          -7.2422E-01          -5.7708E-01          -4.2390E-01           1.3218E+03          -8.3410E+02          -2.1839E+03           1.3781E+03           0.0000E+00           0.0000E+00
   60.5000           3.8042E+00           8.4203E-01          -7.3552E-01          -5.8608E-01          -4.1718E-01           1.3089E+03          -8.2594E+02          -2.2773E+03           1.4370E+03           0.0000E+00           0.0000E+00
   60.5250           3.7802E+00           8.2640E-01          -7.4500E-01          -5.9364E-01          -4.0944E-01           1.2897E+03          -8.1379E+02          -2.3651E+03           1.4924E+03           0.0000E+00           0.0000E+00
   60.5500           3.7562E+00           8.1078E-01          -7.5448E-01          -6.0119E-01          -4.0169E-01           1.2705E+03          -8.0173E+02          -2.4528E+03           1.5477E+03           0.0000E+00           0.0000E+00
   60.5750           3.7322E+00           7.9515E-01          -7.6396E-01          -6.0875E-01          -3.9395E-01           1.2516E+03          -7.8975E+02          -2.5406E+03           1.6031E+03           0.0000E+00           0.0000E+00
