
These predictions were generated by HydroDyn on 12-Aug-2019 at 11:27:38.




    Time            Wave1Elev              M1N1Vxi              M1N1Vzi              M1N1Axi              M1N1Azi             M1N1FDxi             M1N1FDzi             M1N1FIxi             M1N1FIzi             M1N1FAxi             M1N1FAzi
   (sec)                  (m)                (m/s)                (m/s)              (m/s^2)              (m/s^2)                (N/m)                (N/m)                (N/m)                (N/m)                (N/m)                (N/m)
    3.1000          -1.4680E+00          -9.8087E-01          -6.1467E-01          -4.8979E-01           4.8597E-01          -2.6981E+02           1.7025E+02          -5.6180E+03           3.5450E+03           0.0000E+00           0.0000E+00
    3.1250          -1.5260E+00          -9.9290E-01          -6.0234E-01          -4.7997E-01           4.9192E-01          -2.8813E+02           1.8181E+02          -5.5753E+03           3.5181E+03           0.0000E+00           0.0000E+00
    3.1500          -1.5840E+00          -1.0049E+00          -5.9002E-01          -4.7015E-01           4.9788E-01          -3.0705E+02           1.9375E+02          -5.5325E+03           3.4911E+03           0.0000E+00           0.0000E+00
    3.1750          -1.6420E+00          -1.0169E+00          -5.7770E-01          -4.6033E-01           5.0384E-01          -3.2657E+02           2.0607E+02          -5.4898E+03           3.4641E+03           0.0000E+00           0.0000E+00
    3.2000          -1.7000E+00          -1.0290E+00          -5.6537E-01          -4.5051E-01           5.0980E-01          -3.4669E+02           2.1877E+02          -5.4470E+03           3.4371E+03           0.0000E+00           0.0000E+00
    3.2250          -1.7580E+00          -1.0410E+00          -5.5305E-01          -4.4069E-01           5.1575E-01          -3.6742E+02           2.3184E+02          -5.4043E+03           3.4101E+03           0.0000E+00           0.0000E+00
    3.2500          -1.8160E+00          -1.0530E+00          -5.4073E-01          -4.3087E-01           5.2171E-01          -3.8874E+02           2.4530E+02          -5.3615E+03           3.3832E+03           0.0000E+00           0.0000E+00
    3.2750          -1.8695E+00          -1.0624E+00          -5.2707E-01          -4.1999E-01           5.2638E-01          -4.0871E+02           2.5790E+02          -5.3056E+03           3.3479E+03           0.0000E+00           0.0000E+00
    3.3000          -1.9230E+00          -1.0719E+00          -5.1342E-01          -4.0911E-01           5.3105E-01          -4.2917E+02           2.7081E+02          -5.2496E+03           3.3126E+03           0.0000E+00           0.0000E+00
    3.3250          -1.9765E+00          -1.0813E+00          -4.9976E-01          -3.9823E-01           5.3573E-01          -4.5013E+02           2.8404E+02          -5.1937E+03           3.2772E+03           0.0000E+00           0.0000E+00
    3.3500          -2.0300E+00          -1.0907E+00          -4.8611E-01          -3.8735E-01           5.4040E-01          -4.7159E+02           2.9758E+02          -5.1377E+03           3.2419E+03           0.0000E+00           0.0000E+00
    3.3750          -2.0836E+00          -1.1002E+00          -4.7245E-01          -3.7646E-01           5.4507E-01          -4.9355E+02           3.1144E+02          -5.0817E+03           3.2066E+03           0.0000E+00           0.0000E+00
    3.4000          -2.1371E+00          -1.1096E+00          -4.5880E-01          -3.6558E-01           5.4974E-01          -5.1601E+02           3.2561E+02          -5.0258E+03           3.1713E+03           0.0000E+00           0.0000E+00
    3.4250          -2.1906E+00          -1.1190E+00          -4.4514E-01          -3.5470E-01           5.5442E-01          -5.3897E+02           3.4010E+02          -4.9698E+03           3.1360E+03           0.0000E+00           0.0000E+00
    3.4500          -2.2441E+00          -1.1285E+00          -4.3149E-01          -3.4382E-01           5.5909E-01          -5.6244E+02           3.5490E+02          -4.9139E+03           3.1007E+03           0.0000E+00           0.0000E+00
    3.4750          -2.2976E+00          -1.1379E+00          -4.1783E-01          -3.3294E-01           5.6376E-01          -5.8640E+02           3.7002E+02          -4.8579E+03           3.0654E+03           0.0000E+00           0.0000E+00
    3.5000          -2.3511E+00          -1.1473E+00          -4.0418E-01          -3.2206E-01           5.6843E-01          -6.1086E+02           3.8546E+02          -4.8020E+03           3.0301E+03           0.0000E+00           0.0000E+00
    3.5250          -2.3989E+00          -1.1539E+00          -3.8953E-01          -3.1039E-01           5.7171E-01          -6.3275E+02           3.9927E+02          -4.7342E+03           2.9873E+03           0.0000E+00           0.0000E+00
    3.5500          -2.4466E+00          -1.1605E+00          -3.7488E-01          -2.9871E-01           5.7498E-01          -6.5503E+02           4.1333E+02          -4.6664E+03           2.9446E+03           0.0000E+00           0.0000E+00
    3.5750          -2.4943E+00          -1.1671E+00          -3.6023E-01          -2.8704E-01           5.7825E-01          -6.7770E+02           4.2763E+02          -4.5986E+03           2.9018E+03           0.0000E+00           0.0000E+00
    3.6000          -2.5421E+00          -1.1738E+00          -3.4558E-01          -2.7537E-01           5.8153E-01          -7.0075E+02           4.4218E+02          -4.5309E+03           2.8590E+03           0.0000E+00           0.0000E+00
    3.6250          -2.5898E+00          -1.1804E+00          -3.3093E-01          -2.6369E-01           5.8480E-01          -7.2419E+02           4.5697E+02          -4.4631E+03           2.8163E+03           0.0000E+00           0.0000E+00
    3.6500          -2.6375E+00          -1.1870E+00          -3.1628E-01          -2.5202E-01           5.8807E-01          -7.4801E+02           4.7200E+02          -4.3953E+03           2.7735E+03           0.0000E+00           0.0000E+00
    3.6750          -2.6852E+00          -1.1936E+00          -3.0163E-01          -2.4035E-01           5.9134E-01          -7.7222E+02           4.8727E+02          -4.3275E+03           2.7307E+03           0.0000E+00           0.0000E+00
    3.7000          -2.7330E+00          -1.2002E+00          -2.8698E-01          -2.2867E-01           5.9462E-01          -7.9681E+02           5.0279E+02          -4.2598E+03           2.6879E+03           0.0000E+00           0.0000E+00
    3.7250          -2.7807E+00          -1.2068E+00          -2.7233E-01          -2.1700E-01           5.9789E-01          -8.2179E+02           5.1856E+02          -4.1920E+03           2.6452E+03           0.0000E+00           0.0000E+00
    3.7500          -2.8284E+00          -1.2134E+00          -2.5768E-01          -2.0532E-01           6.0116E-01          -8.4715E+02           5.3456E+02          -4.1242E+03           2.6024E+03           0.0000E+00           0.0000E+00
    3.7750          -2.8692E+00          -1.2170E+00          -2.4239E-01          -1.9315E-01           6.0296E-01          -8.6867E+02           5.4814E+02          -4.0463E+03           2.5532E+03           0.0000E+00           0.0000E+00
    3.8000          -2.9100E+00          -1.2206E+00          -2.2711E-01          -1.8097E-01           6.0475E-01          -8.9046E+02           5.6189E+02          -3.9683E+03           2.5041E+03           0.0000E+00           0.0000E+00
    3.8250          -2.9507E+00          -1.2242E+00          -2.1182E-01          -1.6879E-01           6.0654E-01          -9.1252E+02           5.7581E+02          -3.8904E+03           2.4549E+03           0.0000E+00           0.0000E+00
    3.8500          -2.9915E+00          -1.2279E+00          -1.9654E-01          -1.5661E-01           6.0833E-01          -9.3485E+02           5.8990E+02          -3.8125E+03           2.4057E+03           0.0000E+00           0.0000E+00
    3.8750          -3.0322E+00          -1.2315E+00          -1.8125E-01          -1.4443E-01           6.1013E-01          -9.5745E+02           6.0416E+02          -3.7345E+03           2.3565E+03           0.0000E+00           0.0000E+00
    3.9000          -3.0730E+00          -1.2351E+00          -1.6597E-01          -1.3225E-01           6.1192E-01          -9.8032E+02           6.1859E+02          -3.6566E+03           2.3073E+03           0.0000E+00           0.0000E+00
    3.9250          -3.1138E+00          -1.2387E+00          -1.5068E-01          -1.2007E-01           6.1371E-01          -1.0035E+03           6.3319E+02          -3.5787E+03           2.2582E+03           0.0000E+00           0.0000E+00
    3.9500          -3.1545E+00          -1.2423E+00          -1.3540E-01          -1.0789E-01           6.1550E-01          -1.0269E+03           6.4796E+02          -3.5007E+03           2.2090E+03           0.0000E+00           0.0000E+00
    3.9750          -3.1953E+00          -1.2460E+00          -1.2011E-01          -9.5711E-02           6.1730E-01          -1.0505E+03           6.6291E+02          -3.4228E+03           2.1598E+03           0.0000E+00           0.0000E+00
    4.0000          -3.2361E+00          -1.2496E+00          -1.0483E-01          -8.3532E-02           6.1909E-01          -1.0745E+03           6.7802E+02          -3.3449E+03           2.1106E+03           0.0000E+00           0.0000E+00
    4.0250          -3.2689E+00          -1.2501E+00          -8.9288E-02          -7.1147E-02           6.1936E-01          -1.0934E+03           6.8993E+02          -3.2587E+03           2.0563E+03           0.0000E+00           0.0000E+00
    4.0500          -3.3017E+00          -1.2507E+00          -7.3745E-02          -5.8762E-02           6.1963E-01          -1.1124E+03           7.0194E+02          -3.1725E+03           2.0019E+03           0.0000E+00           0.0000E+00
    4.0750          -3.3345E+00          -1.2512E+00          -5.8202E-02          -4.6377E-02           6.1989E-01          -1.1316E+03           7.1406E+02          -3.0864E+03           1.9475E+03           0.0000E+00           0.0000E+00
    4.1000          -3.3673E+00          -1.2517E+00          -4.2659E-02          -3.3992E-02           6.2016E-01          -1.1510E+03           7.2628E+02          -3.0002E+03           1.8932E+03           0.0000E+00           0.0000E+00
    4.1250          -3.4000E+00          -1.2523E+00          -2.7117E-02          -2.1607E-02           6.2043E-01          -1.1705E+03           7.3861E+02          -2.9140E+03           1.8388E+03           0.0000E+00           0.0000E+00
    4.1500          -3.4328E+00          -1.2528E+00          -1.1574E-02          -9.2225E-03           6.2070E-01          -1.1902E+03           7.5104E+02          -2.8279E+03           1.7844E+03           0.0000E+00           0.0000E+00
    4.1750          -3.4656E+00          -1.2534E+00           3.9689E-03           3.1625E-03           6.2097E-01          -1.2101E+03           7.6357E+02          -2.7417E+03           1.7300E+03           0.0000E+00           0.0000E+00
    4.2000          -3.4984E+00          -1.2539E+00           1.9511E-02           1.5547E-02           6.2123E-01          -1.2301E+03           7.7620E+02          -2.6555E+03           1.6757E+03           0.0000E+00           0.0000E+00
    4.2250          -3.5312E+00          -1.2544E+00           3.5054E-02           2.7932E-02           6.2150E-01          -1.2503E+03           7.8894E+02          -2.5693E+03           1.6213E+03           0.0000E+00           0.0000E+00
    4.2500          -3.5640E+00          -1.2550E+00           5.0597E-02           4.0317E-02           6.2177E-01          -1.2706E+03           8.0179E+02          -2.4832E+03           1.5669E+03           0.0000E+00           0.0000E+00
    4.2750          -3.5880E+00          -1.2524E+00           6.6015E-02           5.2603E-02           6.2051E-01          -1.2849E+03           8.1076E+02          -2.3909E+03           1.5087E+03           0.0000E+00           0.0000E+00
    4.3000          -3.6121E+00          -1.2499E+00           8.1433E-02           6.4889E-02           6.1925E-01          -1.2992E+03           8.1978E+02          -2.2986E+03           1.4504E+03           0.0000E+00           0.0000E+00
    4.3250          -3.6361E+00          -1.2473E+00           9.6851E-02           7.7174E-02           6.1798E-01          -1.3135E+03           8.2885E+02          -2.2063E+03           1.3922E+03           0.0000E+00           0.0000E+00
    4.3500          -3.6601E+00          -1.2448E+00           1.1227E-01           8.9460E-02           6.1672E-01          -1.3280E+03           8.3797E+02          -2.1140E+03           1.3340E+03           0.0000E+00           0.0000E+00
    4.3750          -3.6841E+00          -1.2422E+00           1.2769E-01           1.0175E-01           6.1546E-01          -1.3425E+03           8.4715E+02          -2.0218E+03           1.2757E+03           0.0000E+00           0.0000E+00
    4.4000          -3.7081E+00          -1.2397E+00           1.4311E-01           1.1403E-01           6.1419E-01          -1.3571E+03           8.5637E+02          -1.9295E+03           1.2175E+03           0.0000E+00           0.0000E+00
    4.4250          -3.7322E+00          -1.2371E+00           1.5852E-01           1.2632E-01           6.1293E-01          -1.3718E+03           8.6564E+02          -1.8372E+03           1.1593E+03           0.0000E+00           0.0000E+00
    4.4500          -3.7562E+00          -1.2346E+00           1.7394E-01           1.3860E-01           6.1167E-01          -1.3866E+03           8.7496E+02          -1.7449E+03           1.1011E+03           0.0000E+00           0.0000E+00
    4.4750          -3.7802E+00          -1.2320E+00           1.8936E-01           1.5089E-01           6.1041E-01          -1.4015E+03           8.8433E+02          -1.6526E+03           1.0428E+03           0.0000E+00           0.0000E+00
    4.5000          -3.8042E+00          -1.2295E+00           2.0478E-01           1.6317E-01           6.0914E-01          -1.4164E+03           8.9375E+02          -1.5603E+03           9.8459E+02           0.0000E+00           0.0000E+00
    4.5250          -3.8189E+00          -1.2239E+00           2.1969E-01           1.7506E-01           6.0638E-01          -1.4244E+03           8.9880E+02          -1.4642E+03           9.2393E+02           0.0000E+00           0.0000E+00
    4.5500          -3.8335E+00          -1.2183E+00           2.3461E-01           1.8694E-01           6.0362E-01          -1.4324E+03           9.0387E+02          -1.3681E+03           8.6328E+02           0.0000E+00           0.0000E+00
    4.5750          -3.8482E+00          -1.2128E+00           2.4952E-01           1.9883E-01           6.0085E-01          -1.4405E+03           9.0895E+02          -1.2720E+03           8.0262E+02           0.0000E+00           0.0000E+00
